taille tableau,insertion croissante,insertion decroissante,tas croissant,tas decroissant,bulle croissant,bulle decroissant,selection croissant,selection decroissant
10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
